"";"CODIGO";"NOME";"ITEM_MEDICO";"ITEM";"C_201601_BN";"C_201601_QUANTIDADE";"C_201601_REVISAO";"C_201601_VALOR";"C_201602_BN";"C_201602_QUANTIDADE";"C_201602_REVISAO";"C_201602_VALOR";"C_201603_BN";"C_201603_QUANTIDADE";"C_201603_REVISAO";"C_201603_VALOR";"C_201604_BN";"C_201604_QUANTIDADE";"C_201604_REVISAO";"C_201604_VALOR";"C_201605_BN";"C_201605_QUANTIDADE";"C_201605_REVISAO";"C_201605_VALOR";"C_201606_BN";"C_201606_QUANTIDADE";"C_201606_REVISAO";"C_201606_VALOR";"C_201607_BN";"C_201607_QUANTIDADE";"C_201607_REVISAO";"C_201607_VALOR";"C_201608_BN";"C_201608_QUANTIDADE";"C_201608_REVISAO";"C_201608_VALOR";"C_201609_BN";"C_201609_QUANTIDADE";"C_201609_REVISAO";"C_201609_VALOR";"C_201610_BN";"C_201610_QUANTIDADE";"C_201610_REVISAO";"C_201610_VALOR";"C_201611_BN";"C_201611_QUANTIDADE";"C_201611_REVISAO";"C_201611_VALOR";"C_201612_BN";"C_201612_QUANTIDADE";"C_201612_REVISAO";"C_201612_VALOR";"C_2017_TOTAL_BN";"C_2017_TOTAL_QUANTIDADE";"C_2017_TOTAL_REVISAO";"C_2017_TOTAL_VALOR";"C_201701_BN";"C_201701_QUANTIDADE";"C_201701_REVISAO";"C_201701_VALOR";"C_201702_BN";"C_201702_QUANTIDADE";"C_201702_REVISAO";"C_201702_VALOR";"C_201703_BN";"C_201703_QUANTIDADE";"C_201703_REVISAO";"C_201703_VALOR";"C_201704_BN";"C_201704_QUANTIDADE";"C_201704_REVISAO";"C_201704_VALOR";"C_201705_BN";"C_201705_QUANTIDADE";"C_201705_REVISAO";"C_201705_VALOR";"C_201706_BN";"C_201706_QUANTIDADE";"C_201706_REVISAO";"C_201706_VALOR";"C_201707_BN";"C_201707_QUANTIDADE";"C_201707_REVISAO";"C_201707_VALOR";"C_201708_BN";"C_201708_QUANTIDADE";"C_201708_REVISAO";"C_201708_VALOR"
"2182";594480;"HOSPITAL SANTA IZABEL";136887;"CURATIVO ALGINATO CALCIO SODIO KALTOSTAT FITA 2GRS 1197985";4;8;0;418,64;1;1;0;52,33;1;2;0;104,66;NA;NA;NA;NA;1;1;0;52,33;1;3;0;156,99;3;3;0;156,99;2;2;0;104,66;2;2;0;104,66;3;3;0;156,99;NA;NA;NA;NA;1;1;0;52,03;5;8;0;587,03;1;2;0;142,07;NA;NA;NA;NA;2;2;0;179,48;1;2;0;179,48;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;86;NA;NA;NA;NA
"2183";594480;"HOSPITAL SANTA IZABEL";40030040;"Correção Cirurgica Da Comunicação Interatrial";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;253,5;585;NA;NA;NA;NA;1;3;0;585;NA;NA;NA;NA;1;0;0;0;1;0;253,5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2184";594480;"HOSPITAL SANTA IZABEL";53040139;"Nefrectomia Parcial C/ Ureterectomia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;0;585;1;3;0;585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2185";594480;"HOSPITAL SANTA IZABEL";56050151;"Corpo Estranho Ou Cálculo Vesical - Extração Endoscópica";6;6;0;390;3;3;0;234;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;156;1;1;0;78;3;3;0;234;NA;NA;NA;NA;1;1;0;78;1;1;0;156;4;4;0;468;1;1;0;156;9;9;0;585;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;78;2;2;0;156;2;2;0;117;1;1;0;39;2;2;0;156;1;1;0;39
"2186";594480;"HOSPITAL SANTA IZABEL";12166;"SUFENTA - Espinhal 5 mcg 5 amps. 2 ml";11;11;0;86,79;7;6;0;47,34;8;8;0;63,12;6;5;0;39,45;13;14;0;110,46;12;13;0;102,57;14;14;0;110,46;15;15;0;118,35;7;7;0;55,23;5;4;0;31,56;6;6;0;47,34;12;7;0;55,23;51;74;0;583,86;11;11;0;86,79;8;9;0;71,01;5;5;0;39,45;1;0;0;0;8;12;0;94,68;4;23;0;181,47;6;6;0;47,34;8;8;0;63,12
"2187";594480;"HOSPITAL SANTA IZABEL";208624;"COMPRESSA NEURO-CIRURGICA COTTONOIDS PATTIES 25X76MM ENV.10UNID 801408";1;1;0;193,63;1;1;0;193,63;NA;NA;NA;NA;NA;NA;NA;NA;2;3;0;580,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;387,26;2;3;0;580,89;1;2;0;387,26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;193,63;NA;NA;NA;NA;NA;NA;NA;NA
"2188";594480;"HOSPITAL SANTA IZABEL";28061144;"Anticorpos Anti-Ss-B (La)";5;5;0;88;1;1;0;17,6;NA;NA;NA;NA;2;2;0;26,4;1;1;0;13,2;1;1;0;13,2;4;4;0;70,4;2;2;0;35,2;8;8;0;140,8;4;4;0;70,4;5;4;0;70,4;4;2;0;35,2;36;33;35,2;580,8;7;5;35,2;88;6;6;0;105,6;5;4;0;70,4;1;1;0;17,6;3;3;0;52,8;4;4;0;70,4;6;6;0;105,6;4;4;0;70,4
"2189";594480;"HOSPITAL SANTA IZABEL";6827;"FLAGYL - 40 mg/ml ped. susp. oral 1 fr. vd. 100 ml";1;1;0;0,12;1;1;0;0,12;2;29;0;3,48;4;268;0;32,16;2;290;0;34,8;4;180;0;21,6;9;969;0;116,28;5;746;0;89,52;2;538;0;64,56;2;300;0;36;1;15;0;1,8;7;205;0;24,6;42;4820;0;578,4;11;844;0;101,28;6;707;0;84,84;6;870;0;104,4;2;140;0;16,8;6;887;0;106,44;3;388;0;46,56;3;405;0;48,6;5;579;0;69,48
"2190";594480;"HOSPITAL SANTA IZABEL";117462;"SONDA P/DESOBSTRUCAO VIA LACRIMAL CRAWFORD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;578,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;578,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;578,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2191";594480;"HOSPITAL SANTA IZABEL";218586;"SONDA P/ DESOSBSTRUCAO VIA LACRIMAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;578,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;578,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;578,2;NA;NA;NA;NA;NA;NA;NA;NA
"2192";594480;"HOSPITAL SANTA IZABEL";32010354;"Ossos da Face ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;0;106,75;3;3;0;64,05;NA;NA;NA;NA;NA;NA;NA;NA;4;4;0;85,4;NA;NA;NA;NA;1;0;0;0;1;0;21,35;0;2;0;0;0;29;27;42,7;576,44;2;0;42,7;0;NA;NA;NA;NA;4;4;0;85,4;2;2;0;42,7;5;5;0;106,75;4;4;0;85,39;3;3;0;64,05;9;9;0;192,15
"2193";594480;"HOSPITAL SANTA IZABEL";32030088;"Braço";NA;NA;NA;NA;2;2;0;37,04;NA;NA;NA;NA;4;6;0;111,12;NA;NA;NA;NA;3;6;0;111,12;2;2;0;37,04;2;2;0;37,04;4;5;0;92,6;NA;NA;NA;NA;1;2;0;37,04;2;2;0;37,04;21;31;37,04;574,12;5;9;18,52;166,68;1;1;0;18,52;3;3;0;55,56;2;1;18,52;18,52;3;4;0;74,08;2;3;0;55,56;2;3;0;55,56;3;7;0;129,64
"2194";594480;"HOSPITAL SANTA IZABEL";12255;"FLORATIL - 100 mg. 12 caps.";9;101;0;241,39;2;8;0;19,12;2;11;0;26,29;5;32;0;76,48;9;48;0;114,72;3;62;0;148,18;8;90;0;215,1;1;19;0;45,41;2;25;0;59,75;5;52;0;124,28;3;23;0;54,97;2;9;0;21,51;25;240;0;573,6;6;68;0;162,52;1;31;0;74,09;3;17;0;40,63;1;7;0;16,73;5;49;0;117,11;4;40;0;95,6;3;10;0;23,9;2;18;0;43,02
"2195";594480;"HOSPITAL SANTA IZABEL";20020015;"Cardioversão Elétrica Eletiva (Avaliação Clínica, Ecg) Indispensável A Desfibrilação";NA;NA;NA;NA;1;1;0;104;NA;NA;NA;NA;1;1;0;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;0;572;1;1;0;52;NA;NA;NA;NA;2;3;0;312;1;1;0;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;156
"2196";594480;"HOSPITAL SANTA IZABEL";28060628;"Igm, Idr";7;7;0;77;NA;NA;NA;NA;3;5;0;55;12;17;0;187;5;5;0;55;2;2;0;22;2;2;0;22;6;6;0;66;8;8;0;88;5;5;0;55;5;5;0;55;6;6;0;66;52;52;0;572;6;6;0;66;5;5;0;55;5;5;0;55;4;4;0;44;9;9;0;99;6;6;0;66;11;11;0;121;6;6;0;66
"2197";594480;"HOSPITAL SANTA IZABEL";215630;"NEOCAINA + EPINEFRINA - 0,5% C/V 10 etj. 20 ml (OF)";3;3;0;65,88;3;3;0;65,88;4;4;0;87,84;3;3;0;65,88;4;4;0;87,84;4;13;0;285,48;2;1;0;21,96;2;2;0;43,92;6;6;0;131,76;4;3;0;65,88;2;2;0;43,92;1;1;0;21,96;27;26;0;570,96;4;4;0;87,84;1;1;0;21,96;5;4;0;87,84;6;6;0;131,76;4;4;0;87,84;2;2;0;43,92;2;2;0;43,92;3;3;0;65,88
"2198";594480;"HOSPITAL SANTA IZABEL";12313;"DAUNOBLASTINA - Fr. amp. 20 mg.";1;4;0;0;1;1;0;81,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;0;324,44;3;8;0;648,88;1;2;0;162,22;1;3;0;243,33;1;7;0;567,77;1;2;0;162,22;4;7;0;567,77;NA;NA;NA;NA;NA;NA;NA;NA;1;4;0;324,44;1;1;0;81,11;1;1;0;81,11;1;1;0;81,11;NA;NA;NA;NA;NA;NA;NA;NA
"2199";594480;"HOSPITAL SANTA IZABEL";17601;"SULFATO  DE  GENTAMICINA    -    GENERIC - Inj. 80 mg/2 ml cx. 1 amp. 2 ml";3;70;0;231;NA;NA;NA;NA;1;3;0;9,9;NA;NA;NA;NA;3;14;0;46,2;1;5;0;16,5;NA;NA;NA;NA;NA;NA;NA;NA;2;46;0;151,8;3;17;0;56,1;1;4;0;13,2;2;18;0;59,4;16;172;0;567,6;NA;NA;NA;NA;2;2;0;6,6;4;39;0;128,7;2;23;0;75,9;2;41;0;135,3;3;46;0;151,8;2;11;0;36,3;1;10;0;33
"2200";594480;"HOSPITAL SANTA IZABEL";167367;"FIO PROLENE CARDIOV.AZUL 2-0 75CM AG.2X2,6CM 8723T";2;3;0;100,02;1;1;0;33,34;2;2;0;66,68;NA;NA;NA;NA;2;2;0;66,68;1;1;0;33,34;1;1;0;33,34;2;2;0;66,68;1;1;0;33,34;NA;NA;NA;NA;2;4;0;133,36;3;3;0;100,02;14;17;0;566,78;NA;NA;NA;NA;2;3;0;100,02;3;3;0;100,02;NA;NA;NA;NA;3;3;0;100,02;1;1;0;33,34;5;7;0;233,38;NA;NA;NA;NA
"2201";594480;"HOSPITAL SANTA IZABEL";19318;"TARTARATO  DE  METOPROLOL  -  GENERICO - 100 mg. 2 bl. x 15 cprs. rev";1;36;0;18;NA;NA;NA;NA;2;8;0;4;8;167;0;83,5;14;189;0;94,5;15;95;0;47,5;13;74;0;37;5;19;0;9,5;9;62;0;31;17;183;0;91,5;18;240;0;120;17;123;0;61,5;118;1133;0;566,5;8;76;0;38;13;136;0;68;16;143;0;71,5;13;132;0;66;16;200;0;100;15;125;0;62,5;20;152;0;76;17;169;0;84,5
"2202";594480;"HOSPITAL SANTA IZABEL";218429;"HEMOCONCENTRADOR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;566,4;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;566,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2203";594480;"HOSPITAL SANTA IZABEL";159728;"EQUIPO P/IRRIGACAO IRV-HART C/URO-STOP 520110";3;3;0;94,17;2;4;0;125,56;1;1;0;31,39;2;2;0;62,78;5;6;0;188,34;3;4;0;125,56;NA;NA;NA;NA;2;2;0;62,78;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;62,78;2;2;0;62,78;14;18;0;565,02;3;3;0;94,17;NA;NA;NA;NA;2;2;0;62,78;2;4;0;125,56;NA;NA;NA;NA;1;1;0;31,39;5;7;0;219,73;1;1;0;31,39
"2204";594480;"HOSPITAL SANTA IZABEL";12162;"HYPNOMIDATE - 2 mg. 5 amps. 10 ml";3;3;0;52,92;1;1;0;17,64;1;1;0;17,64;2;2;0;35,28;2;2;0;35,28;2;2;0;35,28;2;2;0;35,28;2;2;0;35,28;5;5;0;88,2;3;3;0;52,92;4;4;0;70,56;3;2;0;35,28;35;32;0;564,48;4;3;0;52,92;1;1;0;17,64;5;4;0;70,56;3;3;0;52,92;2;2;0;35,28;3;3;0;52,92;9;8;0;141,12;8;8;0;141,12
"2205";594480;"HOSPITAL SANTA IZABEL";28086;"NAN SEM LACTOSE 400G - LATA";1;1;0;35,14;NA;NA;NA;NA;NA;NA;NA;NA;2;5;0;175,7;1;2;0;70,28;2;3;0;105,42;NA;NA;NA;NA;3;5;0;175,7;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;70,28;2;4;0;140,56;6;16;0;562,24;2;10;0;351,4;1;1;0;35,14;1;1;0;35,14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;0;140,56
"2206";594480;"HOSPITAL SANTA IZABEL";219472;"RISPERIDONA - GENERICO 1 mg. Cx. 30 cprs. rev.";NA;NA;NA;NA;NA;NA;NA;NA;2;29;0;48,14;3;13;0;21,58;3;7;0;11,62;1;33;0;54,78;7;53;0;87,98;5;20;0;33,2;4;18;0;29,88;1;10;0;16,6;5;19;0;31,54;2;16;0;26,56;38;338;0;561,08;6;37;0;61,42;3;22;0;36,52;8;97;0;161,02;3;13;0;21,58;7;70;0;116,2;5;79;0;131,14;3;15;0;24,9;3;5;0;8,3
"2207";594480;"HOSPITAL SANTA IZABEL";28060385;"Complemento C3 Idr";13;11;11;121;1;1;0;11;4;3;11;33;5;5;0;55;6;6;0;66;4;4;0;44;4;4;0;44;7;7;0;77;12;12;0;132;12;12;0;132;8;8;0;88;6;4;0;44;54;51;22;561;7;5;22;55;8;8;0;88;3;2;0;22;3;3;0;33;9;9;0;99;9;9;0;99;12;12;0;132;3;3;0;33
"2208";594480;"HOSPITAL SANTA IZABEL";16839;"CLORIDRATO  DE  CLINDAMICINA  -  GENERIC - 300 mg. bl. 16 caps. gel. dura";1;10;0;30;NA;NA;NA;NA;NA;NA;NA;NA;2;24;0;72;2;3;0;9;2;14;0;42;2;25;0;75;2;4;0;12;1;6;0;18;1;0;0;0;2;10;0;30;2;0;0;0;13;195;0;560,43;2;9;0;26,35;2;12;0;34,7;4;57;0;163,59;1;1;0;2,87;NA;NA;NA;NA;NA;NA;NA;NA;1;10;0;28,7;3;106;0;304,22
"2209";594480;"HOSPITAL SANTA IZABEL";85103209;"Turbinectomia Bilateral (Hm Cirurgia)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;280,05;NA;NA;NA;NA;NA;NA;NA;NA;3;2;0;560,1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;280,05;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;280,05;1;0;0;0;NA;NA;NA;NA
"2210";594480;"HOSPITAL SANTA IZABEL";33010110;"Obstétrica";1;1;0;34,92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;69,84;NA;NA;NA;NA;1;1;0;34,92;16;16;0;558,72;NA;NA;NA;NA;1;1;0;34,92;2;2;0;69,84;6;6;0;209,52;NA;NA;NA;NA;7;7;0;244,44;NA;NA;NA;NA;NA;NA;NA;NA
"2211";594480;"HOSPITAL SANTA IZABEL";167716;"FIO PROLENE CARDIOV.AZUL 6-0 75CM AG.2X1,3CM 8707T";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;159,3;NA;NA;NA;NA;1;2;0;159,3;1;2;0;159,3;5;7;0;557,55;2;2;0;159,3;NA;NA;NA;NA;2;5;0;398,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA
"2212";594480;"HOSPITAL SANTA IZABEL";28100727;"Hemocultura Automatizada (Por Amostra)";5;7;0;177,1;2;3;0;75,9;1;1;0;25,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;22;0;556,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;22;0;556,6
"2213";594480;"HOSPITAL SANTA IZABEL";217112;"PARAFUSO CORTICAL 4.5 - ACO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;123,6;NA;NA;NA;NA;NA;NA;NA;NA;4;9;0;556,29;1;2;0;123,62;NA;NA;NA;NA;1;2;0;123,62;NA;NA;NA;NA;NA;NA;NA;NA;1;2;0;123,62;NA;NA;NA;NA;1;3;0;185,43
"2214";594480;"HOSPITAL SANTA IZABEL";56120184;"Plástica De Corpo Cavernoso";NA;NA;NA;NA;1;2;0;101,4;1;1;0;23,4;2;4;0;344,76;3;6;0;507;1;2;0;202,8;1;1;0;78;1;2;0;141,96;1;2;0;101,4;2;4;0;304,2;4;8;0;446,16;1;2;0;101,4;6;7;0;555,36;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;156;NA;NA;NA;NA;2;3;0;179,4;1;2;0;141,96;NA;NA;NA;NA;2;1;0;78
"2215";594480;"HOSPITAL SANTA IZABEL";7698;"HIDANTAL - Cx. 25 cprs.";4;25;0;5,75;1;1;0;0,23;8;85;0;19,55;10;166;0;38,18;10;313;0;71,99;9;162;0;37,26;14;203;0;46,69;6;99;0;22,77;10;169;0;38,87;7;123;0;28,29;10;285;0;65,55;16;256;0;58,88;107;2404;0;552,92;8;196;0;45,08;13;265;0;60,95;17;309;0;71,07;15;300;0;69;17;427;0;98,21;8;191;0;43,93;12;282;0;64,86;17;434;0;99,82
"2216";594480;"HOSPITAL SANTA IZABEL";9410;"METICORTEN - 5 mg. 20 cprs.";3;82;0;53,3;NA;NA;NA;NA;5;142;0;92,3;2;76;0;49,4;1;4;0;2,6;NA;NA;NA;NA;2;128;0;83,2;3;70;0;45,5;NA;NA;NA;NA;3;121;0;78,65;2;84;0;54,6;1;49;0;31,85;14;848;0;551,2;1;56;0;36,4;3;161;0;104,65;2;112;0;72,8;NA;NA;NA;NA;3;301;0;195,65;1;28;0;18,2;2;97;0;63,05;2;93;0;60,45
"2217";594480;"HOSPITAL SANTA IZABEL";216963;"ATADURA GESSADA 10CM X 2M";4;10;0;28,8;NA;NA;NA;NA;NA;NA;NA;NA;8;24;0;69,12;6;14;0;40,32;6;12;0;34,56;3;5;0;14,4;8;15;0;43,2;9;17;0;48,96;9;28;0;80,64;10;25;0;72;9;19;0;54,72;68;191;0;550,08;1;1;0;2,88;15;48;0;138,24;12;30;0;86,4;11;39;0;112,32;13;32;0;92,16;10;22;0;63,36;5;12;0;34,56;1;7;0;20,16
"2218";594480;"HOSPITAL SANTA IZABEL";28060636;"Imunoeletroforese( Estudo Da Gamopatia Monoclonal)";4;6;0;165;1;2;0;55;1;1;0;27,5;4;5;0;137,5;3;4;0;110;2;2;0;55;3;3;0;82,5;4;6;0;165;5;6;0;165;6;8;0;220;4;4;0;110;2;2;0;55;15;20;0;550;1;1;0;27,5;1;1;0;27,5;4;5;0;137,5;1;1;0;27,5;2;3;0;82,5;2;2;0;55;2;3;0;82,5;2;4;0;110
"2219";594480;"HOSPITAL SANTA IZABEL";81601050;"Bloqueio Epidural";NA;NA;NA;NA;1;1;0;110;1;0;0;0;NA;NA;NA;NA;2;2;0;220;4;4;0;440;NA;NA;NA;NA;2;2;0;220;3;3;0;330;NA;NA;NA;NA;1;1;0;110;NA;NA;NA;NA;6;5;110;550;1;0;110;0;NA;NA;NA;NA;1;1;0;110;NA;NA;NA;NA;1;1;0;110;NA;NA;NA;NA;1;1;0;110;2;2;0;220
"2220";594480;"HOSPITAL SANTA IZABEL";23535;"DAFLON - 500 30 cprs. rev.";5;81;0;122,31;3;42;0;63,42;2;79;0;119,29;4;63;0;95,13;3;23;0;34,73;2;17;0;25,67;6;205;0;309,55;4;108;0;163,08;4;47;0;70,97;3;26;0;39,26;4;38;0;57,38;6;59;0;89,09;27;363;0;548,13;3;48;0;72,48;5;89;0;134,39;6;108;0;163,08;5;49;0;73,99;3;35;0;52,85;1;5;0;7,55;4;29;0;43,79;NA;NA;NA;NA
"2221";594480;"HOSPITAL SANTA IZABEL";8110;"ATENSINA - 100 mcg. 30 cprs.";38;335;0;50,25;16;130;0;19,5;18;125;0;18,75;32;272;0;40,8;43;451;0;67,65;38;464;0;69,6;51;492;0;73,8;38;334;0;50,1;35;298;0;47,02;36;305;0;51,09;42;542;0;91,8;47;470;0;79,82;314;3215;0;546,41;47;486;0;82,48;34;327;0;55,59;40;263;0;44,71;28;141;0;23,97;37;451;0;76,67;36;370;0;62,9;48;599;0;101,83;44;578;0;98,26
"2222";594480;"HOSPITAL SANTA IZABEL";31020097;"REFLUXO GASTRO-ESOFÁGICO (INCLUI FILME, CH E CO)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;364;2;2;0;364;NA;NA;NA;NA;1;1;0;182;1;1;0;182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;546;1;1;0;182;NA;NA;NA;NA;1;1;0;182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;182;NA;NA;NA;NA
"2223";594480;"HOSPITAL SANTA IZABEL";43010083;"Esofagectomia C/ Toracotomia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;0;546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;0;546
"2224";594480;"HOSPITAL SANTA IZABEL";56050011;"Biópsia Endoscópica De Bexiga";1;1;0;78;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;39;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;0;546;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;156;1;1;0;78;NA;NA;NA;NA;1;1;0;78;1;1;0;156;1;1;0;78
"2225";594480;"HOSPITAL SANTA IZABEL";12012;"ATROPINA - 1% fr. 5 ml.";8;10;0;70,3;1;1;0;7,03;1;2;0;14,06;7;11;0;77,33;4;5;0;35,15;5;5;0;35,15;5;5;0;35,15;6;7;0;49,21;5;7;0;49,81;5;7;0;49,81;7;10;0;71,8;5;5;0;35,9;72;76;0;545,68;8;11;0;78,98;8;8;0;57,44;9;7;0;50,26;7;8;0;57,44;11;12;0;86,16;3;2;0;14,36;12;13;0;93,34;14;15;0;107,7
"2226";594480;"HOSPITAL SANTA IZABEL";217499;"PRADAXA 75MG CAPS DURA";1;4;0;50,72;NA;NA;NA;NA;2;20;0;253,6;NA;NA;NA;NA;NA;NA;NA;NA;1;3;0;38,04;2;16;0;202,88;2;26;0;329,68;1;42;0;532,56;2;34;0;431,12;2;14;0;107,68;NA;NA;NA;NA;13;138;0;545,1;NA;NA;NA;NA;2;8;0;31,6;2;24;0;94,8;1;6;0;23,7;1;6;0;23,7;2;10;0;39,5;4;76;0;300,2;1;8;0;31,6
"2227";594480;"HOSPITAL SANTA IZABEL";12732;"FLUIMUCIL - 10% sol. inj. ct. 5 amp. vd. 3 ml";2;3;0;8,34;1;3;0;8,34;1;11;0;30,58;1;38;0;105,64;1;4;0;11,12;1;11;0;30,58;1;6;0;16,68;1;16;0;44,48;1;2;0;5,56;3;24;0;66,72;NA;NA;NA;NA;1;6;0;16,68;14;196;0;544,88;2;4;0;11,12;NA;NA;NA;NA;NA;NA;NA;NA;2;44;0;122,32;3;15;0;41,7;2;23;0;63,94;3;97;0;269,66;2;13;0;36,14
"2228";594480;"HOSPITAL SANTA IZABEL";27867;"TOPIRAMATO - GENERICO - 50  mg. bl.  60  cprs.  rev.";NA;NA;NA;NA;NA;NA;NA;NA;1;3;0;6,12;2;10;0;20,4;NA;NA;NA;NA;2;39;0;79,56;1;4;0;8,16;3;91;0;185,64;2;13;0;26,52;4;38;0;77,52;1;6;0;12,24;1;12;0;24,48;17;267;0;544,68;2;2;0;4,08;3;31;0;63,24;1;1;0;2,04;1;5;0;10,2;3;15;0;30,6;2;75;0;153;4;101;0;206,04;1;37;0;75,48
