"";"NM_AREA_AVALIACAO";"NM_PROGRAMA_IES";"QT_PRJ"
"510";"CIÊNCIAS BIOLÓGICAS II";"FORMAÇÃO PARA A PESQUISA BIOMÉDICA";1
"511";"CIÊNCIAS BIOLÓGICAS II";"TECNOLOGIA DE IMUNOBIOLÓGICOS";1
"512";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA PARASITÁRIA";152
"513";"CIÊNCIAS BIOLÓGICAS III";"CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA)";93
"514";"CIÊNCIAS BIOLÓGICAS III";"PARASITOLOGIA";68
"515";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA";67
"516";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA E PARASITOLOGIA APLICADAS";67
"517";"CIÊNCIAS BIOLÓGICAS III";"BIOCIÊNCIAS E BIOTECNOLOGIA EM SAÚDE";62
"518";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO";55
"519";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS";35
"520";"CIÊNCIAS BIOLÓGICAS III";"VIROLOGIA";35
"521";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA EXPERIMENTAL";34
"522";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA E PARASITOLOGIA BÁSICAS E APLICADAS";28
"523";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA MICROBIANA";26
"524";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA MÉDICA";25
"525";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA";23
"526";"CIÊNCIAS BIOLÓGICAS III";"PATOLOGIA MOLECULAR";23
"527";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA PARASITÁRIA NA AMAZÔNIA";18
"528";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA PARASITARIA";15
"529";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA BÁSICA E APLICADA";13
"530";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA E IMUNOLOGIA";9
"531";"CIÊNCIAS BIOLÓGICAS III";"CIÊNCIAS (BIOLOGIA DA RELAÇÃO PATÓGENO-HOSPEDEIRO)";5
"532";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA E INFLAMAÇAO";5
"533";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA E PARASITOLOGIA APLICADAS";5
"534";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA ANIMAL";4
"535";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA APLICADA";4
"536";"CIÊNCIAS BIOLÓGICAS III";"CIÊNCIAS (MICROBIOLOGIA)";3
"537";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO";394
"538";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIA DA INFORMAÇÃO";195
"539";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO SOCIAL";99
"540";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIAS DA INFORMAÇÃO";79
"541";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIAS DA COMUNICAÇÃO";74
"542";"COMUNICAÇÃO E INFORMAÇÃO";"MUSEOLOGIA";63
"543";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO DA INFORMAÇÃO";59
"544";"COMUNICAÇÃO E INFORMAÇÃO";"JORNALISMO";51
"545";"COMUNICAÇÃO E INFORMAÇÃO";"MÍDIA E COTIDIANO";47
"546";"COMUNICAÇÃO E INFORMAÇÃO";"MEMÓRIA E ACERVOS";45
"547";"COMUNICAÇÃO E INFORMAÇÃO";"BIBLIOTECONOMIA";38
"548";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E CULTURA CONTEMPORÂNEA";34
"549";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO, CULTURA E AMAZÔNIA";31
"550";"COMUNICAÇÃO E INFORMAÇÃO";"ESTUDOS DA MÍDIA";31
"551";"COMUNICAÇÃO E INFORMAÇÃO";"MEIOS E PROCESSOS AUDIOVISUAIS";28
"552";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E INFORMAÇÃO";27
"553";"COMUNICAÇÃO E INFORMAÇÃO";"CRIAÇÃO E PRODUÇÃO DE CONTEÚDOS DIGITAIS";22
"554";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E SEMIÓTICA";20
"555";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIA DA INFORMAÇÃO - UFRJ - IBICT";18
"556";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E PRÁTICAS DE CONSUMO";18
"557";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E LINGUAGENS";17
"558";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E SOCIEDADE";17
"559";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E TERRITORIALIDADES";16
"560";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO & ORGANIZAÇÃO DO CONHECIMENTO";16
"561";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO DE DOCUMENTOS E ARQUIVOS";14
"562";"COMUNICAÇÃO E INFORMAÇÃO";"ARTES, PATRIMÔNIO E MUSEOLOGIA";12
"563";"COMUNICAÇÃO E INFORMAÇÃO";"MULTIMEIOS";11
"564";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO SOCIAL: INTERAÇÕES MIDIÁTICAS";10
"565";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO";10
"566";"COMUNICAÇÃO E INFORMAÇÃO";"PRESERVAÇÃO DE ACERVOS DE CIÊNCIA E TECNOLOGIA";10
"567";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E CULTURA";9
"568";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E CULTURAS MIDIÁTICAS";9
"569";"COMUNICAÇÃO E INFORMAÇÃO";"IMAGEM E SOM";9
"570";"COMUNICAÇÃO E INFORMAÇÃO";"PRODUÇÃO JORNALÍSTICA E MERCADO MPPJM";9
"571";"COMUNICAÇÃO E INFORMAÇÃO";"MUSEOLOGIA E PATRIMÖNIO";2
"572";"DIREITO";"DIREITO";935
"573";"DIREITO";"DIREITO CONSTITUCIONAL";56
"574";"DIREITO";"DIREITO E INOVAÇÃO";33
"575";"DIREITO";"DIREITO PROCESSUAL E CIDADANIA";31
"576";"DIREITO";"DIREITO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL";29
"577";"DIREITO";"DIREITO POLÍTICO E ECONÔMICO";25
"578";"DIREITO";"DIREITOS FUNDAMENTAIS";23
"579";"DIREITO";"INSTITUIÇÕES SOCIAIS, DIREITO E DEMOCRACIA";23
"580";"DIREITO";"DIREITO DA EMPRESA E DOS NEGÓCIOS";19
"581";"DIREITO";"DIREITOS HUMANOS";19
"582";"DIREITO";"CIÊNCIAS JURÍDICAS";18
"583";"DIREITO";"DIREITO NEGOCIAL";17
"584";"DIREITO";"CIÊNCIAS CRIMINAIS";16
"585";"DIREITO";"DIREITO E GESTÃO DE CONFLITOS";16
"586";"DIREITO";"DIREITO PROCESSUAL";15
"587";"DIREITO";"DIREITO E INSTITUIÇÕES DO SISTEMA DE JUSTIÇA";11
"588";"DIREITO";"SISTEMA CONSTITUCIONAL DE GARANTIA DE DIREITOS";11
"589";"DIREITO";"CIÊNCIA JURÍDICA";9
"590";"DIREITO";"FUNÇÃO SOCIAL DO DIREITO";9
"591";"DIREITO";"DIREITO AGRÁRIO";8
"592";"DIREITO";"DIREITO E JUSTIÇA SOCIAL";6
"593";"DIREITO";"DIREITO AMBIENTAL";5
"594";"DIREITO";"DIREITO DA REGULAÇÃO";5
"595";"DIREITO";"DIREITO DA SAÚDE: DIMENSÕES INDIVIDUAIS E COLETIVAS";4
"596";"DIREITO";"DIREITO NAS RELAÇÕES ECONÔMICAS E SOCIAIS";4
"597";"DIREITO";"PÓS-GRADUAÇÃO PROFISSIONAL EM DIREITO";4
"598";"DIREITO";"DIREITO, POLÍTICAS PÚBLICAS E DESENVOLVIMENTO REGIONAL";2
"599";"DIREITO";"DIREITOS COLETIVOS E CIDADANIA";2
"600";"ECONOMIA";"ECONOMIA";751
"601";"ECONOMIA";"DESENVOLVIMENTO ECONÔMICO";99
"602";"ECONOMIA";"CIÊNCIAS (ECONOMIA APLICADA)";94
"603";"ECONOMIA";"ECONOMIA APLICADA";40
"604";"ECONOMIA";"PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA";40
"605";"ECONOMIA";"ECONOMIA DE EMPRESAS";39
"606";"ECONOMIA";"ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA";38
"607";"ECONOMIA";"CIÊNCIA ECONÔMICA";33
"608";"ECONOMIA";"GESTÃO E ECONOMIA DA SAÚDE";32
"609";"ECONOMIA";"ECONOMIA - SP";28
"610";"ECONOMIA";"ECONOMIA RURAL";23
"611";"ECONOMIA";"ORGANIZAÇÕES E MERCADOS";23
"612";"ECONOMIA";"ECONOMIA - CAMPUS AGRESTE";21
"613";"ECONOMIA";"ECONOMIA E GESTÃO EMPRESARIAL";20
"614";"ECONOMIA";"ECONOMIA DOS NEGÓCIOS";19
"615";"ECONOMIA";"POLÍTICAS PÚBLICAS E DESENVOLVIMENTO";18
"616";"ECONOMIA";"DESENVOLVIMENTO ECONÔMICO E ESTRATÉGIA EMPRESARIAL";11
"617";"ECONOMIA";"ECONOMIA E DESENVOLVIMENTO";9
"618";"ECONOMIA";"ECONOMIA REGIONAL";8
"619";"ECONOMIA";"DESENVOLVIMENTO REGIONAL E GESTÃO DE EMPREENDIMENTOS LOCAIS";6
"620";"ECONOMIA";"DESENVOLVIMENTO SOCIOECONÔMICO";6
"621";"ECONOMIA";"ECONOMIA E MERCADOS";5
"622";"ECONOMIA";"CIÊNCIAS ECONÔMICAS";4
"623";"ECONOMIA";"MESTRADO PROFISSIONAL EM MACROECONOMIA E FINANÇAS";3
"624";"ECONOMIA";"ECONOMIA DO SETOR PÚBLICO";1
"625";"EDUCAÇÃO";"EDUCAÇÃO";3765
"626";"EDUCAÇÃO";"EDUCAÇÃO ESCOLAR";70
"627";"EDUCAÇÃO";"GESTÃO E TECNOLOGIAS APLICADAS À EDUCAÇÃO";64
"628";"EDUCAÇÃO";"EDUCAÇÃO E DOCÊNCIA";53
"629";"EDUCAÇÃO";"EDUCAÇÃO TECNOLÓGICA";50
"630";"EDUCAÇÃO";"EDUCAÇÃO: TEORIA E PRÁTICA DE ENSINO";48
"631";"EDUCAÇÃO";"EDUCAÇÃO CONTEMPORÂNEA";46
"632";"EDUCAÇÃO";"EDUCAÇÃO, CONTEXTOS CONTEMPORÂNEOS E DEMANDAS POPULARES";38
"633";"EDUCAÇÃO";"EDUCAÇÃO, CULTURAS E IDENTIDADES";32
"634";"EDUCAÇÃO";"FORMAÇÃO DE GESTORES EDUCACIONAIS";30
"635";"EDUCAÇÃO";"EDUCAÇÃO BÁSICA";28
"636";"EDUCAÇÃO";"TECNOLOGIAS, COMUNICAÇÃO E EDUCAÇÃO";28
"637";"EDUCAÇÃO";"PROFISSIONAL EM EDUCAÇÃO";27
"638";"EDUCAÇÃO";"CURRÍCULO E GESTÃO DA ESCOLA BÁSICA";25
"639";"EDUCAÇÃO";"EDUCAÇÃO E CONTEMPORANEIDADE";25
"640";"EDUCAÇÃO";"PROCESSOS SOCIOEDUCATIVOS E PRÁTICAS ESCOLARES";25
"641";"EDUCAÇÃO";"CURRÍCULO, LINGUAGENS E INOVAÇÕES PEDAGÓGICAS.";23
"642";"EDUCAÇÃO";"EDUCAÇÃO E DIVERSIDADE";23
"643";"EDUCAÇÃO";"ENSINO DE ASTRONOMIA";23
"644";"EDUCAÇÃO";"EDUCAÇÃO E NOVAS TECNOLOGIAS";22
"645";"EDUCAÇÃO";"EDUCAÇÃO SEXUAL";22
"646";"EDUCAÇÃO";"FORMAÇÃO DE PROFESSORES DA EDUCAÇÃO BÁSICA";22
"647";"EDUCAÇÃO";"EDUCAÇAO";21
"648";"EDUCAÇÃO";"EDUCAÇÃO DO CAMPO";21
"649";"EDUCAÇÃO";"EDUCAÇÃO E TECNOLOGIA";21
"650";"EDUCAÇÃO";"EDUCAÇÃO NAS CIÊNCIAS";21
"651";"EDUCAÇÃO";"GESTÃO E AVALIAÇÃO DA EDUCAÇÃO PÚBLICA";21
"652";"EDUCAÇÃO";"MESTRADO PROFISSIONAL EM EDUCAÇÃO";21
"653";"EDUCAÇÃO";"EDUCAÇÃO, CULTURA E COMUNICAÇÃO";20
"654";"EDUCAÇÃO";"DOCÊNCIA E GESTÃO EDUCACIONAL";19
"655";"EDUCAÇÃO";"EDUCAÇÃO - PROCESSOS FORMATIVOS E DESIGUALDADES SOCIAIS";19
"656";"EDUCAÇÃO";"EDUCAÇÃO E CULTURA";16
"657";"EDUCAÇÃO";"EDUCAÇÃO E ENSINO (MAIE)";16
"658";"EDUCAÇÃO";"GESTÃO EDUCACIONAL";16
"659";"EDUCAÇÃO";"PROCESSOS DE ENSINO, GESTÃO E INOVAÇÃO";16
"660";"EDUCAÇÃO";"EDUCAÇÃO DE JOVENS E ADULTOS";15
"661";"EDUCAÇÃO";"EDUCAÇÃO: FORMAÇÃO DE FORMADORES";15
"662";"EDUCAÇÃO";"TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA";15
"663";"EDUCAÇÃO";"PROGRAMA DE PÓS-GRADUAÇÃO EM FORMAÇÃO DE PROFESSORES E PRÁTICAS INTERDISCIPLINARES";14
"664";"EDUCAÇÃO";"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE";13
"665";"EDUCAÇÃO";"EDUCAÇÃO (PSICOLOGIA DA EDUCAÇÃO)";12
"666";"EDUCAÇÃO";"EDUCAÇÃO - CAMPUS CATALÃO";11
"667";"EDUCAÇÃO";"EDUCAÇÃO ESPECIAL (EDUCAÇÃO DO INDIVÍDUO ESPECIAL)";11
"668";"EDUCAÇÃO";"FORMAÇÃO DOCENTE PARA A EDUCAÇÃO BÁSICA";11
"669";"EDUCAÇÃO";"GESTÃO E PRÁTICAS EDUCACIONAIS";11
"670";"EDUCAÇÃO";"POLÍTICAS PÚBLICAS E GESTÃO EDUCACIONAL";10
"671";"EDUCAÇÃO";"EDUCAÇÃO (CURRÍCULO)";9
"672";"EDUCAÇÃO";"FORMAÇÃO DE PROFESSORES";9
"673";"EDUCAÇÃO";"POLÍTICAS PÚBLICAS, GESTÃO E AVALIAÇÃO DA EDUCAÇÃO SUPERIOR";8
"674";"EDUCAÇÃO";"TELEMEDICINA E TELESSAÚDE";8
"675";"EDUCAÇÃO";"EDUCAÇÃO PROFISSIONAL";6
"676";"EDUCAÇÃO";"EDUCAÇÃO AMBIENTAL";5
"677";"EDUCAÇÃO";"GESTÃO E DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL";4
"678";"EDUCAÇÃO";"EDUCAÇÃO AGRÍCOLA";1
"679";"EDUCAÇÃO";"GESTÃO DE ENSINO DA EDUCAÇÃO BÁSICA";1
"680";"EDUCAÇÃO FÍSICA";"EDUCAÇÃO FÍSICA";760
"681";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA REABILITAÇÃO";426
"682";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DO MOVIMENTO HUMANO";330
"683";"EDUCAÇÃO FÍSICA";"FISIOTERAPIA";237
"684";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DO ESPORTE";95
"685";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA ATIVIDADE FÍSICA";82
"686";"EDUCAÇÃO FÍSICA";"EDUCAÇÃO FÍSICA E ESPORTE";55
"687";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DO EXERCÍCIO E DO ESPORTE";49
"688";"EDUCAÇÃO FÍSICA";"SAÚDE DA COMUNICAÇÃO HUMANA";48
"689";"EDUCAÇÃO FÍSICA";"REABILITAÇÃO E DESEMPENHO FUNCIONAL";44
"690";"EDUCAÇÃO FÍSICA";"DISTÚRBIOS DA COMUNICAÇÃO HUMANA";43
"691";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA REABILITAÇÃO E DESEMPENHO FÍSICO-FUNCIONAL";30
"692";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA MOTRICIDADE";26
"693";"EDUCAÇÃO FÍSICA";"EXERCICIO FISICO NA PROMOÇÂO DA SAUDE";22
"694";"EDUCAÇÃO FÍSICA";"FONOAUDIOLOGIA";22
"695";"EDUCAÇÃO FÍSICA";"TERAPIA OCUPACIONAL";13
"696";"EDUCAÇÃO FÍSICA";"EDUCAÇÂO FISICA";12
"697";"EDUCAÇÃO FÍSICA";"REABILITAÇÃO FUNCIONAL";11
"698";"EDUCAÇÃO FÍSICA";"DISTÚRBIOS DA COMUNICAÇÃO";9
"699";"ENFERMAGEM";"ENFERMAGEM";1301
"700";"ENFERMAGEM";"ATENÇÃO À SAÚDE";42
"701";"ENFERMAGEM";"TECNOLOGIA E INOVAÇÃO EM ENFERMAGEM";35
"702";"ENFERMAGEM";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM";30
"703";"ENFERMAGEM";"ENFERMAGEM FUNDAMENTAL";28
"704";"ENFERMAGEM";"ENFERMAGEM NA ATENÇÃO PRIMÁRIA EM SAÚDE NO SUS";28
"705";"ENFERMAGEM";"ENFERMAGEM NO PROCESSO DE CUIDAR EM SAUDE";25
"706";"ENFERMAGEM";"CUIDADOS CLÍNICOS EM ENFERMAGEM E SAÚDE";24
"707";"ENFERMAGEM";"SAÚDE MATERNO INFANTIL";21
"708";"ENFERMAGEM";"ENFERMAGEM EM SAÚDE PÚBLICA";17
"709";"ENFERMAGEM";"ENFERMAGEM - FESP-UPE - UEPB";16
"710";"ENFERMAGEM";"ENFERMAGEM E SAÚDE";16
"711";"ENFERMAGEM";"ENFERMAGEM PSIQUIÁTRICA";15
"712";"ENFERMAGEM";"ENSINO NA SAÚDE:FORMAÇÃO DOCENTE INTERDISCIPLINAR PARA O SUS";15
"713";"ENFERMAGEM";"CIÊNCIAS PARA A SAÚDE";11
"714";"ENFERMAGEM";"MESTRADO PROFISSIONAL EM GESTÃO DO CUIDADO EM ENFERMAGEM";9
"715";"ENFERMAGEM";"SAÚDE DA FAMÍLIA";7
"716";"ENFERMAGEM";"ENFERMAGEM E BIOCIÊNCIAS";6
"717";"ENFERMAGEM";"SAÚDE E TECNOLOGIA NO ESPAÇO HOSPITALAR";6
"718";"ENFERMAGEM";"GERENCIAMENTO EM ENFERMAGEM";5
"719";"ENFERMAGEM";"ENFERMAGEM NA SAÚDE DO ADULTO";4
"720";"ENFERMAGEM";"SAÚDE PÚBLICA EM REGIÃO DE FRONTEIRA";4
"721";"ENFERMAGEM";"PROGRAMA DE MESTRADO PROFISSIONAL EM GERONTOLOGIA";3
"722";"ENFERMAGEM";"MESTRADO PROFISSIONAL EM INFORMÁTICA EM SAÚDE";1
"723";"ENGENHARIAS I";"ENGENHARIA CIVIL";666
"724";"ENGENHARIAS I";"ENGENHARIA AMBIENTAL";401
"725";"ENGENHARIAS I";"ENGENHARIA E CIÊNCIAS AMBIENTAIS";61
"726";"ENGENHARIAS I";"ENGENHARIA DE TRANSPORTES";58
"727";"ENGENHARIAS I";"CIÊNCIA E ENGENHARIA AMBIENTAL";56
"728";"ENGENHARIAS I";"ENGENHARIA DE TRANSPORTES E GESTÃO TERRITORIAL";49
"729";"ENGENHARIAS I";"SANEAMENTO, MEIO AMBIENTE E RECURSOS HÍDRICOS";46
"730";"ENGENHARIAS I";"ENGENHARIA DE ESTRUTURAS";39
"731";"ENGENHARIAS I";"RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL";38
"732";"ENGENHARIAS I";"ENGENHARIA AMBIENTAL - DEAMB";37
"733";"ENGENHARIAS I";"TECNOLOGIAS AMBIENTAIS";36
"734";"ENGENHARIAS I";"ENGENHARIA CIVIL E AMBIENTAL";34
"735";"ENGENHARIAS I";"RECURSOS HÍDRICOS";34
"736";"ENGENHARIAS I";"INOVAÇÃO NA CONSTRUÇÃO CIVIL";30
"737";"ENGENHARIAS I";"TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS";27
"738";"ENGENHARIAS I";"TECNOLOGIA AMBIENTAL";25
"739";"ENGENHARIAS I";"ENGENHARIA HIDRÁULICA E SANEAMENTO";24
"740";"ENGENHARIAS I";"ENGENHARIA SANITÁRIA E AMBIENTAL - UNICENTRO";24
"741";"ENGENHARIAS I";"PROCESSOS CONSTRUTIVOS";23
"742";"ENGENHARIAS I";"SISTEMAS DE INFRAESTRUTURA URBANA";22
"743";"ENGENHARIAS I";"ENGENHARIA CIVIL (RECURSOS HÍDRICOS)";21
"744";"ENGENHARIAS I";"ENGENHARIA AMBIENTAL E SANITÁRIA";20
"745";"ENGENHARIAS I";"ENGENHARIA URBANA";20
"746";"ENGENHARIAS I";"ENGENHARIA DE BARRAGEM E GESTÃO AMBIENTAL";18
"747";"ENGENHARIAS I";"MEIO AMBIENTE , ÁGUAS E SANEAMENTO";18
"748";"ENGENHARIAS I";"ENGENHARIA E DESENVOLVIMENTO SUSTENTÁVEL";17
"749";"ENGENHARIAS I";"ENGENHARIA CIVIL: ESTRUTURAS E CONSTRUÇÃO CIVIL";16
"750";"ENGENHARIAS I";"TECNOLOGIA E GESTÃO AMBIENTAL";16
"751";"ENGENHARIAS I";"GEOTECNIA";15
"752";"ENGENHARIAS I";"GEOTECNIA E TRANSPORTES";14
"753";"ENGENHARIAS I";"GEOTECNIA, ESTRUTURAS E CONSTRUÇÃO CIVIL";14
"754";"ENGENHARIAS I";"EFICIÊNCIA ENERGÉTICA E SUSTENTABILIDADE";13
"755";"ENGENHARIAS I";"ENGENHARIA DE INFRAESTRUTURA E DESENVOLVIMENTO ENERGÉTICO";13
"756";"ENGENHARIAS I";"ENGENHARIA SANITÁRIA";12
"757";"ENGENHARIAS I";"ENGENHARIA DE EDIFICAÇÕES E SANEAMENTO";11
"758";"ENGENHARIAS I";"RECURSOS HIDRICOS E SANEAMENTO";11
"759";"ENGENHARIAS I";"ENGENHARIA URBANA E AMBIENTAL";10
"760";"ENGENHARIAS I";"ENGENHARIA CIVIL (PPGEC)";7
"761";"ENGENHARIAS I";"ENGENHARIA DE RECURSOS HÍDRICOS E AMBIENTAL";6
"762";"ENGENHARIAS I";"ESTRUTURAS E CONSTRUÇÃO CIVIL";6
"763";"ENGENHARIAS I";"CIÊNCIAS DA ENGENHARIA AMBIENTAL";4
"764";"ENGENHARIAS I";"ENGENHARIA DE CONSTRUÇÃO CIVIL";4
"765";"ENGENHARIAS I";"ENGENHARIA DE EDIFICAÇÕES E AMBIENTAL";4
"766";"ENGENHARIAS I";"ENGENHARIA DE INFRA-ESTRUTURA AERONÁUTICA";4
"767";"ENGENHARIAS I";"CONSTRUÇÃO CIVIL";2
"768";"ENGENHARIAS I";"ENGENHARIA CIVIL (ENGENHARIA DE ESTRUTURAS)";2
"769";"ENGENHARIAS I";"CIÊNCIA E TECNOLOGIA AMBIENTAL";1
"770";"ENGENHARIAS I";"ENGENHARIA DE SISTEMAS LOGÍSTICOS";1
"771";"ENGENHARIAS I";"HABITAÇÃO: PLANEJAMENTO E TECNOLOGIA";1
"772";"ENGENHARIAS II";"ENGENHARIA QUÍMICA";855
"773";"ENGENHARIAS II";"TECNOLOGIA NUCLEAR";315
"774";"ENGENHARIAS II";"CIÊNCIA E ENGENHARIA DOS MATERIAIS";216
"775";"ENGENHARIAS II";"CIÊNCIA E ENGENHARIA DE MATERIAIS";191
"776";"ENGENHARIAS II";"TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS";137
"777";"ENGENHARIAS II";"ENGENHARIA DE MATERIAIS";122
"778";"ENGENHARIAS II";"ENGENHARIA E TECNOLOGIA DE MATERIAIS";84
"779";"ENGENHARIAS II";"ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS";75
"780";"ENGENHARIAS II";"ENGENHARIA DE PROCESSOS E TECNOLOGIAS";53
"781";"ENGENHARIAS II";"ENGENHARIA QUIMICA";43
"782";"ENGENHARIAS II";"TECNOLOGIA MINERAL";40
"783";"ENGENHARIAS II";"ENGENHARIA METALÚRGICA";37
"784";"ENGENHARIAS II";"AVALIAÇÃO DE IMPACTOS AMBIENTAIS";34
"785";"ENGENHARIAS II";"ENGENHARIA QUÍMICA - UFBA-UNIFACS";33
"786";"ENGENHARIAS II";"CIÊNCIA E TECNOLOGIA NUCLEARES";30
"787";"ENGENHARIAS II";"MATERIAIS PARA ENGENHARIA";30
"788";"ENGENHARIAS II";"ENGENHARIA METALÚRGICA E DE MATERIAIS";26
"789";"ENGENHARIAS II";"ENGENHARIA DE PROCESSOS";24
"790";"ENGENHARIAS II";"TECNOLOGIAS ENERGÉTICAS NUCLEARES";24
"791";"ENGENHARIAS II";"CIÊNCIA E TECNOLOGIA DE MATERIAIS";23
"792";"ENGENHARIAS II";"ENGENHARIA DE PETRÓLEO E GÁS";20
"793";"ENGENHARIAS II";"ENGENHARIA DE MATERIAIS - UFOP - UEMG";17
"794";"ENGENHARIAS II";"ENGENHARIA DE MATERIAIS E PROCESSOS SUSTENTÁVEIS";16
"795";"ENGENHARIAS II";"ENGENHARIA MINERAL";16
"796";"ENGENHARIAS II";"ENGENHARIA E CIÊNCIA DOS MATERIAIS";15
"797";"ENGENHARIAS II";"ENGENHARIA DA NANOTECNOLOGIA";14
"798";"ENGENHARIAS II";"TECNOLOGIA E ENGENHARIA DE MATERIAIS";10
"799";"ENGENHARIAS II";"CIÊNCIA E TECNOLOGIA DE POLÍMEROS";7
"800";"ENGENHARIAS II";"ENGENHARIA E CIÊNCIA DE MATERIAIS";6
"801";"ENGENHARIAS II";"ENGENHARIA NUCLEAR";6
"802";"ENGENHARIAS II";"DESENVOLVIMENTO DE PROCESSOS AMBIENTAIS";4
"803";"ENGENHARIAS II";"ENGENHARIA METALÚRGICA E DE MINAS";3
"804";"ENGENHARIAS II";"CIÊNCIA E TECNOLOGIA DAS RADIAÇÕES, MINERAIS E MATERIAIS";2
"805";"ENGENHARIAS II";"PROCESSOS INDUSTRIAIS";2
"806";"ENGENHARIAS II";"PROCESSOS QUÍMICOS E BIOTECNOLÓGICOS";2
"807";"ENGENHARIAS II";"CIÊNCIAS TÉCNICAS NUCLEARES";1
"808";"ENGENHARIAS III";"ENGENHARIA MECÂNICA";1101
"809";"ENGENHARIAS III";"ENGENHARIA DE PRODUÇÃO";470
"810";"ENGENHARIAS III";"MECATRÔNICA";79
"811";"ENGENHARIAS III";"ENGENHARIA DE PRODUÇÃO E SISTEMAS";65
"812";"ENGENHARIAS III";"CIÊNCIAS E TECNOLOGIAS ESPACIAIS";62
"813";"ENGENHARIAS III";"ENGENHARIA OCEÂNICA";53
"814";"ENGENHARIAS III";"ENGENHARIA E CIÊNCIAS MECÂNICAS";49
"815";"ENGENHARIAS III";"ENERGIAS RENOVÁVEIS";48
"816";"ENGENHARIAS III";"PLANEJAMENTO ENERGÉTICO";44
"817";"ENGENHARIAS III";"METROLOGIA";43
"818";"ENGENHARIAS III";"ENGENHARIA AERONÂUTICA E MECÂNICA";41
"819";"ENGENHARIAS III";"ENGENHARIA";37
"820";"ENGENHARIAS III";"ENGENHARIA INDUSTRIAL";34
