"";"NM_AREA_AVALIACAO";"NM_PROGRAMA_IES";"QT_PRJ"
"511";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS APLICADAS AO SISTEMA MUSCULOESQUELÉTICO";57
"512";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS (FISIOLOGIA HUMANA)";56
"513";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (FARMACOLOGIA)";54
"514";"CIÊNCIAS BIOLÓGICAS II";"INOVAÇÃO TECNOLÓGICA E BIOFARMACÊUTICA";51
"515";"CIÊNCIAS BIOLÓGICAS II";"BIOQUÍMICA E BIOPROSPECÇÃO";50
"516";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA MOLECULAR)";44
"517";"CIÊNCIAS BIOLÓGICAS II";"FORMAÇÃO CIENTÍFICA PARA PROFESSORES DE BIOLOGIA";44
"518";"CIÊNCIAS BIOLÓGICAS II";"BIOLOGIA FUNCIONAL E MOLECULAR";41
"519";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS MORFOFUNCIONAIS";39
"520";"CIÊNCIAS BIOLÓGICAS II";"INOVAÇÃO TECNOLÓGICA E PROPRIEDADE INTELECTUAL";39
"521";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOMÉDICAS (FISIOLOGIA E FARMACOLOGIA)";37
"522";"CIÊNCIAS BIOLÓGICAS II";"BIOLOGIA ESTRUTURAL E FUNCIONAL";36
"523";"CIÊNCIAS BIOLÓGICAS II";"BIOSSISTEMAS";36
"524";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS)";36
"525";"CIÊNCIAS BIOLÓGICAS II";"MORFOTECNOLOGIA";31
"526";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS (BIOQUÍMICA)";30
"527";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS";30
"528";"CIÊNCIAS BIOLÓGICAS II";"FORMAÇÃO PARA A PESQUISA BIOMÉDICA";30
"529";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS: FARMACOLOGIA E TERAPÊUTICA";18
"530";"CIÊNCIAS BIOLÓGICAS II";"FARMACOLOGIA E BIOTECNOLOGIA";18
"531";"CIÊNCIAS BIOLÓGICAS II";"BIOQUÍMICA E FISIOLOGIA";10
"532";"CIÊNCIAS BIOLÓGICAS II";"BIOMEDICINA TRANSLACIONAL";7
"533";"CIÊNCIAS BIOLÓGICAS II";"BIOCIÊNCIAS";6
"534";"CIÊNCIAS BIOLÓGICAS II";"CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA)";5
"535";"CIÊNCIAS BIOLÓGICAS II";"TECNOLOGIA DE IMUNOBIOLÓGICOS";2
"536";"CIÊNCIAS BIOLÓGICAS III";"CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA)";344
"537";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA PARASITÁRIA";235
"538";"CIÊNCIAS BIOLÓGICAS III";"PARASITOLOGIA";187
"539";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA";167
"540";"CIÊNCIAS BIOLÓGICAS III";"BIOCIÊNCIAS E BIOTECNOLOGIA EM SAÚDE";147
"541";"CIÊNCIAS BIOLÓGICAS III";"VIROLOGIA";136
"542";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA";132
"543";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA E PARASITOLOGIA APLICADAS";115
"544";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA BÁSICA E APLICADA";96
"545";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA DA RELAÇÃO PARASITO-HOSPEDEIRO";85
"546";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA PARASITÁRIA NA AMAZÔNIA";71
"547";"CIÊNCIAS BIOLÓGICAS III";"PATOLOGIA MOLECULAR";70
"548";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA MÉDICA";53
"549";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA E PARASITOLOGIA BÁSICAS E APLICADAS";47
"550";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA MICROBIANA";46
"551";"CIÊNCIAS BIOLÓGICAS III";"CIÊNCIAS (MICROBIOLOGIA)";46
"552";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA E INFLAMAÇAO";46
"553";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS";44
"554";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA EXPERIMENTAL";40
"555";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA E IMUNOLOGIA";39
"556";"CIÊNCIAS BIOLÓGICAS III";"CIÊNCIAS (BIOLOGIA DA RELAÇÃO PATÓGENO-HOSPEDEIRO)";32
"557";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA PARASITARIA";30
"558";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA, PARASITOLOGIA E PATOLOGIA";27
"559";"CIÊNCIAS BIOLÓGICAS III";"BIOLOGIA ANIMAL";24
"560";"CIÊNCIAS BIOLÓGICAS III";"IMUNOLOGIA E PARASITOLOGIA APLICADAS";24
"561";"CIÊNCIAS BIOLÓGICAS III";"MICROBIOLOGIA APLICADA";4
"562";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO";620
"563";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIA DA INFORMAÇÃO";293
"564";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIAS DA INFORMAÇÃO";153
"565";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO SOCIAL";123
"566";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIAS DA COMUNICAÇÃO";118
"567";"COMUNICAÇÃO E INFORMAÇÃO";"MUSEOLOGIA";91
"568";"COMUNICAÇÃO E INFORMAÇÃO";"JORNALISMO";62
"569";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO DA INFORMAÇÃO";59
"570";"COMUNICAÇÃO E INFORMAÇÃO";"MÍDIA E COTIDIANO";55
"571";"COMUNICAÇÃO E INFORMAÇÃO";"MEIOS E PROCESSOS AUDIOVISUAIS";54
"572";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E CULTURA CONTEMPORÂNEA";48
"573";"COMUNICAÇÃO E INFORMAÇÃO";"MEMÓRIA E ACERVOS";46
"574";"COMUNICAÇÃO E INFORMAÇÃO";"BIBLIOTECONOMIA";43
"575";"COMUNICAÇÃO E INFORMAÇÃO";"CIÊNCIA DA INFORMAÇÃO - UFRJ - IBICT";39
"576";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E INFORMAÇÃO";39
"577";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO, CULTURA E AMAZÔNIA";39
"578";"COMUNICAÇÃO E INFORMAÇÃO";"ESTUDOS DA MÍDIA";35
"579";"COMUNICAÇÃO E INFORMAÇÃO";"CRIAÇÃO E PRODUÇÃO DE CONTEÚDOS DIGITAIS";31
"580";"COMUNICAÇÃO E INFORMAÇÃO";"PRESERVAÇÃO DE ACERVOS DE CIÊNCIA E TECNOLOGIA";24
"581";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E TERRITORIALIDADES";23
"582";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO & ORGANIZAÇÃO DO CONHECIMENTO";23
"583";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E LINGUAGENS";22
"584";"COMUNICAÇÃO E INFORMAÇÃO";"IMAGEM E SOM";21
"585";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E CULTURAS MIDIÁTICAS";20
"586";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E SEMIÓTICA";20
"587";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO DE DOCUMENTOS E ARQUIVOS";20
"588";"COMUNICAÇÃO E INFORMAÇÃO";"MULTIMEIOS";20
"589";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E PRÁTICAS DE CONSUMO";18
"590";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E SOCIEDADE";17
"591";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO SOCIAL: INTERAÇÕES MIDIÁTICAS";13
"592";"COMUNICAÇÃO E INFORMAÇÃO";"ARTES, PATRIMÔNIO E MUSEOLOGIA";12
"593";"COMUNICAÇÃO E INFORMAÇÃO";"COMUNICAÇÃO E CULTURA";12
"594";"COMUNICAÇÃO E INFORMAÇÃO";"MUSEOLOGIA E PATRIMÖNIO";12
"595";"COMUNICAÇÃO E INFORMAÇÃO";"GESTÃO DA INFORMAÇÃO E DO CONHECIMENTO";10
"596";"COMUNICAÇÃO E INFORMAÇÃO";"PRODUÇÃO JORNALÍSTICA E MERCADO MPPJM";9
"597";"DIREITO";"DIREITO";1904
"598";"DIREITO";"DIREITO CONSTITUCIONAL";112
"599";"DIREITO";"DIREITO POLÍTICO E ECONÔMICO";44
"600";"DIREITO";"DIREITO PROCESSUAL E CIDADANIA";44
"601";"DIREITO";"DIREITOS HUMANOS";40
"602";"DIREITO";"CIÊNCIAS JURÍDICAS";38
"603";"DIREITO";"DIREITO AMBIENTAL E DESENVOLVIMENTO SUSTENTÁVEL";34
"604";"DIREITO";"DIREITO E INOVAÇÃO";33
"605";"DIREITO";"DIREITOS FUNDAMENTAIS";33
"606";"DIREITO";"CIÊNCIA JURÍDICA";31
"607";"DIREITO";"INSTITUIÇÕES SOCIAIS, DIREITO E DEMOCRACIA";30
"608";"DIREITO";"CIÊNCIAS CRIMINAIS";29
"609";"DIREITO";"DIREITO E GESTÃO DE CONFLITOS";24
"610";"DIREITO";"DIREITO NEGOCIAL";24
"611";"DIREITO";"DIREITO E INSTITUIÇÕES DO SISTEMA DE JUSTIÇA";20
"612";"DIREITO";"FUNÇÃO SOCIAL DO DIREITO";20
"613";"DIREITO";"DIREITO DA EMPRESA E DOS NEGÓCIOS";19
"614";"DIREITO";"DIREITO PROCESSUAL";19
"615";"DIREITO";"DIREITO AGRÁRIO";16
"616";"DIREITO";"SISTEMA CONSTITUCIONAL DE GARANTIA DE DIREITOS";14
"617";"DIREITO";"DIREITO NAS RELAÇÕES ECONÔMICAS E SOCIAIS";12
"618";"DIREITO";"DIREITOS COLETIVOS E CIDADANIA";10
"619";"DIREITO";"DIREITO AMBIENTAL";9
"620";"DIREITO";"DIREITO E JUSTIÇA SOCIAL";6
"621";"DIREITO";"DIREITO DA REGULAÇÃO";5
"622";"DIREITO";"DIREITO DA SOCIEDADE DA INFORMAÇÃO";5
"623";"DIREITO";"DIREITO, POLÍTICAS PÚBLICAS E DESENVOLVIMENTO REGIONAL";5
"624";"DIREITO";"DIREITO DA SAÚDE: DIMENSÕES INDIVIDUAIS E COLETIVAS";4
"625";"DIREITO";"PÓS-GRADUAÇÃO PROFISSIONAL EM DIREITO";4
"626";"ECONOMIA";"ECONOMIA";1280
"627";"ECONOMIA";"CIÊNCIAS (ECONOMIA APLICADA)";183
"628";"ECONOMIA";"DESENVOLVIMENTO ECONÔMICO";140
"629";"ECONOMIA";"PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA";80
"630";"ECONOMIA";"ECONOMIA DE EMPRESAS";77
"631";"ECONOMIA";"ECONOMIA DA INDÚSTRIA E DA TECNOLOGIA";65
"632";"ECONOMIA";"ECONOMIA - SP";64
"633";"ECONOMIA";"ECONOMIA APLICADA";56
"634";"ECONOMIA";"GESTÃO E ECONOMIA DA SAÚDE";50
"635";"ECONOMIA";"ORGANIZAÇÕES E MERCADOS";43
"636";"ECONOMIA";"ECONOMIA - CAMPUS AGRESTE";37
"637";"ECONOMIA";"ECONOMIA E GESTÃO EMPRESARIAL";36
"638";"ECONOMIA";"ECONOMIA E DESENVOLVIMENTO";35
"639";"ECONOMIA";"CIÊNCIA ECONÔMICA";33
"640";"ECONOMIA";"ECONOMIA RURAL";24
"641";"ECONOMIA";"DESENVOLVIMENTO REGIONAL E GESTÃO DE EMPREENDIMENTOS LOCAIS";23
"642";"ECONOMIA";"ECONOMIA DOS NEGÓCIOS";23
"643";"ECONOMIA";"ECONOMIA REGIONAL";20
"644";"ECONOMIA";"POLÍTICAS PÚBLICAS E DESENVOLVIMENTO";20
"645";"ECONOMIA";"CIÊNCIAS ECONÔMICAS";18
"646";"ECONOMIA";"DESENVOLVIMENTO ECONÔMICO E ESTRATÉGIA EMPRESARIAL";11
"647";"ECONOMIA";"DESENVOLVIMENTO SOCIOECONÔMICO";9
"648";"ECONOMIA";"ECONOMIA E MERCADOS";5
"649";"ECONOMIA";"MESTRADO PROFISSIONAL EM MACROECONOMIA E FINANÇAS";3
"650";"ECONOMIA";"ECONOMIA DO SETOR PÚBLICO";1
"651";"EDUCAÇÃO";"EDUCAÇÃO";5885
"652";"EDUCAÇÃO";"EDUCAÇÃO ESCOLAR";110
"653";"EDUCAÇÃO";"EDUCAÇÃO E DOCÊNCIA";99
"654";"EDUCAÇÃO";"GESTÃO E TECNOLOGIAS APLICADAS À EDUCAÇÃO";93
"655";"EDUCAÇÃO";"EDUCAÇÃO E CONTEMPORANEIDADE";65
"656";"EDUCAÇÃO";"EDUCAÇÃO TECNOLÓGICA";64
"657";"EDUCAÇÃO";"EDUCAÇÃO, CONTEXTOS CONTEMPORÂNEOS E DEMANDAS POPULARES";56
"658";"EDUCAÇÃO";"EDUCAÇÃO CONTEMPORÂNEA";54
"659";"EDUCAÇÃO";"EDUCAÇÃO: TEORIA E PRÁTICA DE ENSINO";53
"660";"EDUCAÇÃO";"GESTÃO E AVALIAÇÃO DA EDUCAÇÃO PÚBLICA";49
"661";"EDUCAÇÃO";"EDUCAÇÃO ESPECIAL (EDUCAÇÃO DO INDIVÍDUO ESPECIAL)";46
"662";"EDUCAÇÃO";"EDUCAÇÃO, CULTURA E COMUNICAÇÃO";41
"663";"EDUCAÇÃO";"EDUCAÇÃO - PROCESSOS FORMATIVOS E DESIGUALDADES SOCIAIS";38
"664";"EDUCAÇÃO";"EDUCAÇÃO NAS CIÊNCIAS";38
"665";"EDUCAÇÃO";"EDUCAÇÃO SEXUAL";37
"666";"EDUCAÇÃO";"PROCESSOS SOCIOEDUCATIVOS E PRÁTICAS ESCOLARES";35
"667";"EDUCAÇÃO";"EDUCAÇÃO, CULTURAS E IDENTIDADES";34
"668";"EDUCAÇÃO";"CURRÍCULO, LINGUAGENS E INOVAÇÕES PEDAGÓGICAS.";31
"669";"EDUCAÇÃO";"TECNOLOGIAS, COMUNICAÇÃO E EDUCAÇÃO";31
"670";"EDUCAÇÃO";"EDUCAÇÃO AGRÍCOLA";30
"671";"EDUCAÇÃO";"FORMAÇÃO DE GESTORES EDUCACIONAIS";30
"672";"EDUCAÇÃO";"PROFISSIONAL EM EDUCAÇÃO";30
"673";"EDUCAÇÃO";"EDUCAÇÃO (PSICOLOGIA DA EDUCAÇÃO)";29
"674";"EDUCAÇÃO";"EDUCAÇÃO AMBIENTAL";28
"675";"EDUCAÇÃO";"EDUCAÇÃO BÁSICA";28
"676";"EDUCAÇÃO";"EDUCAÇÃO DO CAMPO";27
"677";"EDUCAÇÃO";"CURRÍCULO E GESTÃO DA ESCOLA BÁSICA";25
"678";"EDUCAÇÃO";"EDUCAÇÃO E DIVERSIDADE";25
"679";"EDUCAÇÃO";"EDUCAÇÃO E TECNOLOGIA";25
"680";"EDUCAÇÃO";"MESTRADO PROFISSIONAL EM EDUCAÇÃO";25
"681";"EDUCAÇÃO";"ENSINO DE ASTRONOMIA";23
"682";"EDUCAÇÃO";"FORMAÇÃO DE PROFESSORES DA EDUCAÇÃO BÁSICA";23
"683";"EDUCAÇÃO";"EDUCAÇAO";22
"684";"EDUCAÇÃO";"EDUCAÇÃO - CAMPUS CATALÃO";22
"685";"EDUCAÇÃO";"EDUCAÇÃO E NOVAS TECNOLOGIAS";22
"686";"EDUCAÇÃO";"DOCÊNCIA E GESTÃO EDUCACIONAL";21
"687";"EDUCAÇÃO";"EDUCAÇÃO: HISTÓRIA, POLÍTICA, SOCIEDADE";21
"688";"EDUCAÇÃO";"EDUCAÇÃO: FORMAÇÃO DE FORMADORES";20
"689";"EDUCAÇÃO";"GESTÃO E PRÁTICAS EDUCACIONAIS";19
"690";"EDUCAÇÃO";"POLÍTICAS PÚBLICAS E GESTÃO EDUCACIONAL";19
"691";"EDUCAÇÃO";"EDUCAÇÃO E ENSINO (MAIE)";18
"692";"EDUCAÇÃO";"EDUCAÇÃO (CURRÍCULO)";17
"693";"EDUCAÇÃO";"EDUCAÇÃO DE JOVENS E ADULTOS";17
"694";"EDUCAÇÃO";"EDUCAÇÃO E CULTURA";17
"695";"EDUCAÇÃO";"GESTÃO EDUCACIONAL";17
"696";"EDUCAÇÃO";"TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA";17
"697";"EDUCAÇÃO";"PROCESSOS DE ENSINO, GESTÃO E INOVAÇÃO";16
"698";"EDUCAÇÃO";"PROGRAMA DE PÓS-GRADUAÇÃO EM FORMAÇÃO DE PROFESSORES E PRÁTICAS INTERDISCIPLINARES";15
"699";"EDUCAÇÃO";"FORMAÇÃO DE PROFESSORES";13
"700";"EDUCAÇÃO";"FORMAÇÃO DOCENTE PARA A EDUCAÇÃO BÁSICA";11
"701";"EDUCAÇÃO";"POLÍTICAS PÚBLICAS, GESTÃO E AVALIAÇÃO DA EDUCAÇÃO SUPERIOR";8
"702";"EDUCAÇÃO";"TELEMEDICINA E TELESSAÚDE";8
"703";"EDUCAÇÃO";"EDUCAÇÃO PROFISSIONAL";7
"704";"EDUCAÇÃO";"GESTÃO E DESENVOLVIMENTO DA EDUCAÇÃO PROFISSIONAL";5
"705";"EDUCAÇÃO";"GESTÃO DE ENSINO DA EDUCAÇÃO BÁSICA";1
"706";"EDUCAÇÃO FÍSICA";"EDUCAÇÃO FÍSICA";1277
"707";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA REABILITAÇÃO";674
"708";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DO MOVIMENTO HUMANO";466
"709";"EDUCAÇÃO FÍSICA";"FISIOTERAPIA";394
"710";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DO ESPORTE";149
"711";"EDUCAÇÃO FÍSICA";"EDUCAÇÃO FÍSICA E ESPORTE";145
"712";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA ATIVIDADE FÍSICA";90
"713";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA MOTRICIDADE";78
"714";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DO EXERCÍCIO E DO ESPORTE";78
"715";"EDUCAÇÃO FÍSICA";"REABILITAÇÃO E DESEMPENHO FUNCIONAL";68
"716";"EDUCAÇÃO FÍSICA";"FONOAUDIOLOGIA";62
"717";"EDUCAÇÃO FÍSICA";"DISTÚRBIOS DA COMUNICAÇÃO HUMANA";60
"718";"EDUCAÇÃO FÍSICA";"EXERCICIO FISICO NA PROMOÇÂO DA SAUDE";48
"719";"EDUCAÇÃO FÍSICA";"SAÚDE DA COMUNICAÇÃO HUMANA";48
"720";"EDUCAÇÃO FÍSICA";"DISTÚRBIOS DA COMUNICAÇÃO HUMANA (FONOAUDIOLOGIA)";35
"721";"EDUCAÇÃO FÍSICA";"TERAPIA OCUPACIONAL";35
"722";"EDUCAÇÃO FÍSICA";"CIÊNCIAS DA REABILITAÇÃO E DESEMPENHO FÍSICO-FUNCIONAL";31
"723";"EDUCAÇÃO FÍSICA";"EDUCAÇÂO FISICA";22
"724";"EDUCAÇÃO FÍSICA";"DISTÚRBIOS DA COMUNICAÇÃO";18
"725";"EDUCAÇÃO FÍSICA";"REABILITAÇÃO FUNCIONAL";17
"726";"EDUCAÇÃO FÍSICA";"CIÊNCIAS FONOAUDIOLÓGICAS";12
"727";"ENFERMAGEM";"ENFERMAGEM";2281
"728";"ENFERMAGEM";"ATENÇÃO À SAÚDE";75
"729";"ENFERMAGEM";"ENFERMAGEM FUNDAMENTAL";59
"730";"ENFERMAGEM";"CUIDADOS CLÍNICOS EM ENFERMAGEM E SAÚDE";50
"731";"ENFERMAGEM";"TECNOLOGIA E INOVAÇÃO EM ENFERMAGEM";44
"732";"ENFERMAGEM";"ENFERMAGEM PSIQUIÁTRICA";41
"733";"ENFERMAGEM";"ENSINO NA SAÚDE:FORMAÇÃO DOCENTE INTERDISCIPLINAR PARA O SUS";41
"734";"ENFERMAGEM";"ENFERMAGEM EM SAÚDE PÚBLICA";40
"735";"ENFERMAGEM";"ENFERMAGEM NO PROCESSO DE CUIDAR EM SAUDE";38
"736";"ENFERMAGEM";"ENFERMAGEM E SAÚDE";33
"737";"ENFERMAGEM";"ENFERMAGEM NA ATENÇÃO PRIMÁRIA EM SAÚDE NO SUS";31
"738";"ENFERMAGEM";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM";30
"739";"ENFERMAGEM";"ENFERMAGEM NA SAÚDE DO ADULTO";22
"740";"ENFERMAGEM";"MESTRADO PROFISSIONAL EM GESTÃO DO CUIDADO EM ENFERMAGEM";22
"741";"ENFERMAGEM";"SAÚDE MATERNO INFANTIL";21
"742";"ENFERMAGEM";"GERENCIAMENTO EM ENFERMAGEM";20
"743";"ENFERMAGEM";"ENFERMAGEM - FESP-UPE - UEPB";17
"744";"ENFERMAGEM";"SAÚDE DA FAMÍLIA";17
"745";"ENFERMAGEM";"ENFERMAGEM E BIOCIÊNCIAS";13
"746";"ENFERMAGEM";"CIÊNCIAS PARA A SAÚDE";12
"747";"ENFERMAGEM";"SAÚDE E TECNOLOGIA NO ESPAÇO HOSPITALAR";8
"748";"ENFERMAGEM";"SAÚDE PÚBLICA EM REGIÃO DE FRONTEIRA";4
"749";"ENFERMAGEM";"PROGRAMA DE MESTRADO PROFISSIONAL EM GERONTOLOGIA";3
"750";"ENFERMAGEM";"MESTRADO PROFISSIONAL EM INFORMÁTICA EM SAÚDE";1
"751";"ENGENHARIAS I";"ENGENHARIA CIVIL";1662
"752";"ENGENHARIAS I";"ENGENHARIA AMBIENTAL";695
"753";"ENGENHARIAS I";"ENGENHARIA CIVIL E AMBIENTAL";180
"754";"ENGENHARIAS I";"ENGENHARIA DE TRANSPORTES";163
"755";"ENGENHARIAS I";"SANEAMENTO, MEIO AMBIENTE E RECURSOS HÍDRICOS";142
"756";"ENGENHARIAS I";"ENGENHARIA URBANA";104
"757";"ENGENHARIAS I";"GEOTECNIA";89
"758";"ENGENHARIAS I";"RECURSOS HÍDRICOS E SANEAMENTO AMBIENTAL";86
"759";"ENGENHARIAS I";"ENGENHARIA DE RECURSOS HÍDRICOS E AMBIENTAL";81
"760";"ENGENHARIAS I";"ENGENHARIA DE ESTRUTURAS";79
"761";"ENGENHARIAS I";"ENGENHARIA E CIÊNCIAS AMBIENTAIS";73
"762";"ENGENHARIAS I";"ESTRUTURAS E CONSTRUÇÃO CIVIL";71
"763";"ENGENHARIAS I";"MEIO AMBIENTE , ÁGUAS E SANEAMENTO";67
"764";"ENGENHARIAS I";"TECNOLOGIA AMBIENTAL";66
"765";"ENGENHARIAS I";"CIÊNCIA E ENGENHARIA AMBIENTAL";63
"766";"ENGENHARIAS I";"RECURSOS HÍDRICOS";61
"767";"ENGENHARIAS I";"ENGENHARIA DE TRANSPORTES E GESTÃO TERRITORIAL";58
"768";"ENGENHARIAS I";"TECNOLOGIAS AMBIENTAIS";56
"769";"ENGENHARIAS I";"ENGENHARIA HIDRÁULICA E SANEAMENTO";52
"770";"ENGENHARIAS I";"ENGENHARIA DE CONSTRUÇÃO CIVIL";47
"771";"ENGENHARIAS I";"TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS";47
"772";"ENGENHARIAS I";"ENGENHARIA CIVIL (RECURSOS HÍDRICOS)";42
"773";"ENGENHARIAS I";"ENGENHARIA AMBIENTAL - DEAMB";41
"774";"ENGENHARIAS I";"ENGENHARIA CIVIL (ENGENHARIA DE ESTRUTURAS)";39
"775";"ENGENHARIAS I";"INOVAÇÃO NA CONSTRUÇÃO CIVIL";38
"776";"ENGENHARIAS I";"GEOTECNIA, ESTRUTURAS E CONSTRUÇÃO CIVIL";35
"777";"ENGENHARIAS I";"ENGENHARIA SANITÁRIA";34
"778";"ENGENHARIAS I";"GEOTECNIA E TRANSPORTES";33
"779";"ENGENHARIAS I";"ENGENHARIA SANITÁRIA E AMBIENTAL - UNICENTRO";30
"780";"ENGENHARIAS I";"CIÊNCIAS DA ENGENHARIA AMBIENTAL";29
"781";"ENGENHARIAS I";"HABITAÇÃO: PLANEJAMENTO E TECNOLOGIA";29
"782";"ENGENHARIAS I";"ENGENHARIA CIVIL: ESTRUTURAS E CONSTRUÇÃO CIVIL";28
"783";"ENGENHARIAS I";"CIÊNCIA E TECNOLOGIA AMBIENTAL";27
"784";"ENGENHARIAS I";"ENGENHARIA AMBIENTAL E SANITÁRIA";27
"785";"ENGENHARIAS I";"ENGENHARIA URBANA E AMBIENTAL";27
"786";"ENGENHARIAS I";"TECNOLOGIA E GESTÃO AMBIENTAL";27
"787";"ENGENHARIAS I";"ENGENHARIA E DESENVOLVIMENTO SUSTENTÁVEL";26
"788";"ENGENHARIAS I";"ENGENHARIA DE EDIFICAÇÕES E SANEAMENTO";25
"789";"ENGENHARIAS I";"ENGENHARIA DE INFRA-ESTRUTURA AERONÁUTICA";24
"790";"ENGENHARIAS I";"PROCESSOS CONSTRUTIVOS";23
"791";"ENGENHARIAS I";"SISTEMAS DE INFRAESTRUTURA URBANA";22
"792";"ENGENHARIAS I";"EFICIÊNCIA ENERGÉTICA E SUSTENTABILIDADE";19
"793";"ENGENHARIAS I";"ENGENHARIA DE BARRAGEM E GESTÃO AMBIENTAL";18
"794";"ENGENHARIAS I";"RECURSOS HIDRICOS E SANEAMENTO";18
"795";"ENGENHARIAS I";"TRANSPORTES";17
"796";"ENGENHARIAS I";"ENGENHARIA DE EDIFICAÇÕES E AMBIENTAL";15
"797";"ENGENHARIAS I";"ENGENHARIA DE SISTEMAS LOGÍSTICOS";14
"798";"ENGENHARIAS I";"ENGENHARIA DE INFRAESTRUTURA E DESENVOLVIMENTO ENERGÉTICO";13
"799";"ENGENHARIAS I";"ENGENHARIA GEOTÉCNICA";12
"800";"ENGENHARIAS I";"CONSTRUÇÃO CIVIL";10
"801";"ENGENHARIAS I";"ENGENHARIA CIVIL (PPGEC)";7
"802";"ENGENHARIAS I";"PROCESSOS CONSTRUTIVOS E SANEAMENTO URBANO";7
"803";"ENGENHARIAS I";"CONSTRUÇÃO METÁLICA";5
"804";"ENGENHARIAS I";"PROJETO DE ESTRUTURAS";3
"805";"ENGENHARIAS II";"ENGENHARIA QUÍMICA";1982
"806";"ENGENHARIAS II";"TECNOLOGIA NUCLEAR";328
"807";"ENGENHARIAS II";"CIÊNCIA E ENGENHARIA DE MATERIAIS";295
"808";"ENGENHARIAS II";"TECNOLOGIA DE PROCESSOS QUÍMICOS E BIOQUÍMICOS";255
"809";"ENGENHARIAS II";"CIÊNCIA E ENGENHARIA DOS MATERIAIS";254
"810";"ENGENHARIAS II";"ENGENHARIA DE MINAS, METALÚRGICA E DE MATERIAIS";216
"811";"ENGENHARIAS II";"ENGENHARIA DE MATERIAIS";209
"812";"ENGENHARIAS II";"ENGENHARIA E TECNOLOGIA DE MATERIAIS";131
